rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
179	CYP4A22	cytochrome P450, family 4, subfamily A, polypeptide 22	1608	33	0	0	1	0	0	0	1	1	1	2.311158e-02	NaN	NaN	2.311158e-02	1
180	LYRM7	Lyrm7 homolog (mouse)	333	20	0	0	1	0	0	0	1	1	1	2.315670e-02	NaN	NaN	2.315670e-02	1
181	GLI2	GLI-Kruppel family member GLI2	4811	11	0	0	2	1	0	0	3	3	3	3.495753e-03	1	7.720000e-01	2.326845e-02	1
182	KLRAQ1		2431	10	0	0	0	1	0	0	1	1	1	2.342932e-02	NaN	NaN	2.342932e-02	1
183	SON	SON DNA binding protein	7584	19	0	0	0	1	0	0	1	1	1	2.343255e-02	NaN	NaN	2.343255e-02	1
184	PCDHAC1	protocadherin alpha subfamily C, 1	5347	2	0	0	0	0	0	1	1	1	1	2.345930e-02	NaN	NaN	2.345930e-02	1
185	APOA1BP	apolipoprotein A-I binding protein	889	36	0	0	0	1	0	0	1	1	1	2.354443e-02	NaN	NaN	2.354443e-02	1
186	TIMP2	TIMP metallopeptidase inhibitor 2	679	148	0	0	2	0	0	0	2	2	2	2.361818e-02	NaN	NaN	2.361818e-02	1
187	DOCK3	dedicator of cytokinesis 3	6303	0	0	0	0	0	0	1	1	1	1	2.378416e-02	NaN	NaN	2.378416e-02	1
188	TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	2471	4	0	0	2	1	0	0	3	3	3	3.304185e-02	1	9.700000e-02	2.386535e-02	1
189	RUNDC1	RUN domain containing 1	1913	18	0	0	1	1	0	0	2	2	2	6.996691e-03	1	3.980000e-01	2.391446e-02	1
190	PRMT8	protein arginine methyltransferase 8	1221	16	0	0	1	0	1	0	2	2	2	3.617154e-03	1	4.740000e-01	2.395304e-02	1
191	KLK2	kallikrein-related peptidase 2	841	95	0	0	1	0	0	0	1	1	1	2.396134e-02	NaN	NaN	2.396134e-02	1
192	MAP3K1	mitogen-activated protein kinase kinase kinase 1	4615	5	0	0	3	0	0	3	6	6	6	3.645211e-03	1	7.910000e-01	2.411067e-02	1
193	S100P	S100 calcium binding protein P	295	26	0	0	1	0	0	0	1	1	1	2.423257e-02	NaN	NaN	2.423257e-02	1
194	KIAA1462	KIAA1462	4092	6	0	0	2	0	0	0	2	2	2	3.690917e-01	1	1.000000e-02	2.436699e-02	1
195	OIP5	Opa interacting protein 5	793	84	0	0	2	0	0	0	2	2	2	2.041517e-02	1	1.430000e-01	2.439068e-02	1
196	LHFP	lipoma HMGIC fusion partner	611	14	0	0	0	0	1	0	1	1	1	2.459195e-02	NaN	NaN	2.459195e-02	1
197	USH2A	Usher syndrome 2A (autosomal recessive, mild)	15901	9	0	2	6	0	0	0	6	6	5	8.736792e-01	3.700000e-03	6.475000e-01	2.473559e-02	1
198	USHBP1	Usher syndrome 1C binding protein 1	2160	6	0	0	0	1	0	0	1	1	1	2.477803e-02	NaN	NaN	2.477803e-02	1
199	BTNL2	butyrophilin-like 2 (MHC class II associated)	1388	12	0	0	1	0	0	0	1	1	1	2.480951e-02	NaN	NaN	2.480951e-02	1
200	HEPACAM2	HEPACAM family member 2	1470	20	0	0	0	1	0	0	1	1	1	2.514289e-02	NaN	NaN	2.514289e-02	1
201	DTX2	deltex homolog 2 (Drosophila)	1905	16	0	0	2	0	0	0	2	2	2	1.235660e-01	1	2.300000e-02	2.514657e-02	1
202	SHROOM2	shroom family member 2	4889	61	0	0	3	0	0	0	3	3	3	6.967656e-02	1	4.600000e-02	2.515583e-02	1
203	ELK4	ELK4, ETS-domain protein (SRF accessory protein 1)	1448	13	0	0	1	1	0	0	2	2	2	3.857314e-03	1	2.890000e-01	2.529543e-02	1
204	SCLY	selenocysteine lyase	1384	11	0	0	2	0	0	0	2	2	2	7.300046e-02	1	4.400000e-02	2.536050e-02	1
205	HIST1H4J	histone cluster 1, H4j	314	7	0	0	1	0	0	0	1	1	1	2.548765e-02	NaN	NaN	2.548765e-02	1
206	DAXX	death-associated protein 6	2311	49	0	1	2	0	0	0	2	2	2	4.101389e-02	1	8.400000e-02	2.551202e-02	1
207	DEFA4	defensin, alpha 4, corticostatin	302	7	0	0	1	0	0	0	1	1	1	2.576995e-02	NaN	NaN	2.576995e-02	1
208	NFIL3	nuclear factor, interleukin 3 regulated	1390	31	0	0	0	1	0	0	1	1	1	2.610615e-02	NaN	NaN	2.610615e-02	1
209	DOCK2	dedicator of cytokinesis 2	5699	0	0	0	0	1	0	0	1	1	1	2.640971e-02	NaN	NaN	2.640971e-02	1
210	PRR21	proline rich 21	1522	7	0	0	2	0	0	0	2	2	1	1.719290e-01	4.800000e-02	3.900000e-02	2.678121e-02	1
211	PAQR4	progestin and adipoQ receptor family member IV	1150	39	1	0	1	1	0	0	2	2	2	2.641715e-02	1	5.000000e-02	2.704235e-02	1
212	TET1	tet oncogene 1	6451	35	0	1	6	1	0	0	7	5	7	1.871779e-02	1	1.810000e-01	2.724815e-02	1
213	C9orf3	chromosome 9 open reading frame 3	2215	86	1	0	1	1	0	0	2	2	2	2.746480e-02	NaN	NaN	2.746480e-02	1
214	NXPH1	neurexophilin 1	823	3	0	0	0	1	0	1	2	2	2	3.455185e-02	1	7.600000e-02	2.783469e-02	1
215	CEACAM8	carcinoembryonic antigen-related cell adhesion molecule 8	1072	39	0	0	0	1	0	0	1	1	1	2.794307e-02	NaN	NaN	2.794307e-02	1
216	NRIP1	nuclear receptor interacting protein 1	3477	19	0	0	1	1	0	1	3	3	3	1.372377e-02	1	1.910000e-01	2.800584e-02	1
217	TMEM40	transmembrane protein 40	746	20	0	0	2	0	0	0	2	2	2	2.073518e-02	1	2.080000e-01	2.802733e-02	1
218	TSPAN16	tetraspanin 16	897	17	0	0	1	0	0	0	1	1	1	2.829775e-02	NaN	NaN	2.829775e-02	1
219	MYO19	myosin XIX	4119	9	0	0	0	1	0	0	1	1	1	2.885408e-02	NaN	NaN	2.885408e-02	1
220	FAM129A	family with sequence similarity 129, member A	2839	22	0	0	3	1	0	0	4	4	4	4.513220e-03	1	8.260000e-01	2.888797e-02	1
221	CEP78	centrosomal protein 78kDa	2229	21	0	0	2	0	0	0	2	2	2	6.185869e-02	1	5.100000e-02	2.890128e-02	1
222	SURF2	surfeit 2	1022	154	0	0	2	0	0	0	2	2	2	4.954662e-02	1	5.800000e-02	2.913115e-02	1
223	CPLX3	complexin 3	795	33	0	0	1	0	0	0	1	1	1	2.916225e-02	NaN	NaN	2.916225e-02	1
224	GPR108	G protein-coupled receptor 108	1702	8	0	0	0	0	0	1	1	1	1	2.924684e-02	NaN	NaN	2.924684e-02	1
225	FBLIM1	filamin binding LIM protein 1	1383	29	0	0	0	1	0	0	1	1	1	2.931436e-02	NaN	NaN	2.931436e-02	1
226	LDB1	LIM domain binding 1	1276	71	0	0	0	1	1	0	2	2	2	4.596838e-03	1	9.870000e-01	2.933880e-02	1
227	GPC3	glypican 3	1844	31	0	0	2	0	0	0	2	2	2	4.611237e-03	1	8.900000e-01	2.941627e-02	1
228	LIPH	lipase, member H	1393	52	0	1	0	1	0	0	1	1	1	2.974024e-02	NaN	NaN	2.974024e-02	1
229	ATP5G3	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)	447	14	0	0	1	0	0	0	1	1	1	2.982829e-02	NaN	NaN	2.982829e-02	1
230	BCAN	brevican	2860	35	0	0	2	1	0	0	3	3	3	4.739266e-03	1	8.370000e-01	3.010321e-02	1
231	EXOSC6	exosome component 6	1001	16	0	0	1	0	0	0	1	1	1	3.014750e-02	NaN	NaN	3.014750e-02	1
232	PRSS38	protease, serine, 38	997	3	0	0	1	1	0	0	2	2	2	4.762397e-03	1	6.360000e-01	3.022695e-02	1
233	SNX25	sorting nexin 25	2595	3	0	0	2	1	0	0	3	3	3	4.793029e-03	1	9.260000e-01	3.039064e-02	1
234	CAPRIN2	caprin family member 2	3452	63	0	0	1	1	0	0	2	2	2	8.479472e-03	1	2.890000e-01	3.042456e-02	1
235	CADM4	cell adhesion molecule 4	1201	40	0	0	2	0	0	1	3	3	3	4.804672e-03	1	9.650000e-01	3.045281e-02	1
236	PTBP1	polypyrimidine tract binding protein 1	1730	81	0	1	2	0	0	0	2	2	2	6.686659e-02	1	7.100000e-02	3.050470e-02	1
237	PHF5A	PHD finger protein 5A	387	7	0	0	1	0	0	0	1	1	1	3.056665e-02	NaN	NaN	3.056665e-02	1
238	NHEDC1	Na+/H+ exchanger domain containing 1	1810	23	0	0	0	1	0	0	1	1	1	3.057393e-02	NaN	NaN	3.057393e-02	1
239	IDS	iduronate 2-sulfatase (Hunter syndrome)	1715	33	0	0	0	1	0	0	1	1	1	3.074180e-02	NaN	NaN	3.074180e-02	1
240	LRRC10	leucine rich repeat containing 10	834	27	0	0	1	0	0	0	1	1	1	3.079491e-02	NaN	NaN	3.079491e-02	1
241	LLGL1	lethal giant larvae homolog 1 (Drosophila)	3284	14	0	0	2	0	1	0	3	3	3	4.907464e-03	1	9.830000e-01	3.100044e-02	1
242	CPSF1	cleavage and polyadenylation specific factor 1, 160kDa	4484	6	0	0	4	0	0	0	4	4	4	6.548821e-02	1	5.600000e-02	3.102252e-02	1
243	INTS4	integrator complex subunit 4	2982	8	0	0	2	0	0	0	2	2	2	1.700488e-01	1	1.600000e-02	3.112772e-02	1
244	KRT2	keratin 2 (epidermal ichthyosis bullosa of Siemens)	1954	10	0	0	3	0	0	0	3	3	3	2.182133e-02	1	1.180000e-01	3.112882e-02	1
245	PANK3	pantothenate kinase 3	1137	26	0	0	1	0	0	0	1	1	1	3.133927e-02	NaN	NaN	3.133927e-02	1
246	CNOT6	CCR4-NOT transcription complex, subunit 6	1718	69	0	0	1	1	0	0	2	2	2	5.002721e-03	1	8.750000e-01	3.150600e-02	1
247	C7orf27	chromosome 7 open reading frame 27	2518	104	0	0	3	0	0	0	3	3	3	1.442029e-02	1	3.330000e-01	3.166464e-02	1
248	CHCHD6	coiled-coil-helix-coiled-coil-helix domain containing 6	738	12	0	0	0	1	0	0	1	1	1	3.173301e-02	NaN	NaN	3.173301e-02	1
249	SIGLEC6	sialic acid binding Ig-like lectin 6	1423	3	0	0	0	1	0	0	1	1	1	3.180012e-02	NaN	NaN	3.180012e-02	1
250	GPR180	G protein-coupled receptor 180	1357	51	0	0	0	1	0	0	1	1	1	3.184131e-02	NaN	NaN	3.184131e-02	1
251	HDLBP	high density lipoprotein binding protein (vigilin)	3911	16	0	0	0	1	0	0	1	1	1	3.198808e-02	NaN	NaN	3.198808e-02	1
252	C12orf77	chromosome 12 open reading frame 77	450	28	0	0	1	0	0	0	1	1	1	3.212109e-02	NaN	NaN	3.212109e-02	1
253	DCAF4L2	DDB1 and CUL4 associated factor 4-like 2	1190	3	0	0	0	1	0	0	1	1	1	3.271353e-02	NaN	NaN	3.271353e-02	1
254	MRPS16	mitochondrial ribosomal protein S16	503	10	0	0	1	0	0	0	1	1	1	3.272337e-02	NaN	NaN	3.272337e-02	1
255	OPCML	opioid binding protein/cell adhesion molecule-like	1127	15	0	0	2	0	0	0	2	2	2	9.740381e-03	1	5.230000e-01	3.291259e-02	1
256	RUFY3	RUN and FYVE domain containing 3	2368	15	0	0	0	0	0	1	1	1	1	3.295658e-02	NaN	NaN	3.295658e-02	1
257	ZFHX3	zinc finger homeobox 3	11148	22	0	1	2	0	0	0	2	2	1	5.291321e-01	1.000000e-02	1.458667e-01	3.302677e-02	1
258	C21orf58	chromosome 21 open reading frame 58	1005	23	0	0	0	0	1	0	1	1	1	3.319794e-02	NaN	NaN	3.319794e-02	1
259	C1orf9	chromosome 1 open reading frame 9	3857	4	0	0	1	0	0	2	3	3	3	5.372508e-03	1	3.230000e-01	3.345171e-02	1
260	ANKAR	ankyrin and armadillo repeat containing	4397	1	0	0	0	1	0	0	1	1	1	3.352407e-02	NaN	NaN	3.352407e-02	1
261	SDCCAG3	serologically defined colon cancer antigen 3	1600	57	0	0	1	0	0	1	2	2	2	1.453462e-02	1	1.300000e-01	3.363123e-02	1
262	GEMIN6	gem (nuclear organelle) associated protein 6	514	15	0	0	0	0	0	1	1	1	1	3.399504e-02	NaN	NaN	3.399504e-02	1
263	FTSJD1	FtsJ methyltransferase domain containing 1	2317	38	0	0	0	1	0	0	1	1	1	3.442727e-02	NaN	NaN	3.442727e-02	1
264	SLC25A3	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3	1243	25	0	0	0	1	0	0	1	1	1	3.445075e-02	NaN	NaN	3.445075e-02	1
265	SLC6A18	solute carrier family 6, member 18	1931	61	0	1	3	0	0	0	3	3	3	1.688468e-02	1	1.840000e-01	3.475306e-02	1
266	ARID2	AT rich interactive domain 2 (ARID, RFX-like)	5588	17	0	0	0	1	0	0	1	1	1	3.481662e-02	NaN	NaN	3.481662e-02	1
267	ARRDC1	arrestin domain containing 1	1332	6	0	0	0	0	1	0	1	1	1	3.498587e-02	NaN	NaN	3.498587e-02	1
268	TCTA	T-cell leukemia translocation altered gene	320	15	0	0	1	0	0	0	1	1	1	3.502035e-02	NaN	NaN	3.502035e-02	1
269	INPP5D	inositol polyphosphate-5-phosphatase, 145kDa	3182	100	0	1	3	0	0	0	3	3	3	3.506677e-02	NaN	NaN	3.506677e-02	1
270	INCENP	inner centromere protein antigens 135/155kDa	2829	17	0	0	2	0	0	1	3	3	3	2.217902e-02	1	1.450000e-01	3.515359e-02	1
271	MYL3	myosin, light chain 3, alkali; ventricular, skeletal, slow	615	6	0	0	2	0	0	0	2	2	2	5.751730e-03	1	5.750000e-01	3.542062e-02	1
272	MYADM	myeloid-associated differentiation marker	973	46	0	0	1	0	0	0	1	1	1	3.544474e-02	NaN	NaN	3.544474e-02	1
273	AMBN	ameloblastin (enamel matrix protein)	1394	30	0	0	0	1	0	0	1	1	1	3.555301e-02	NaN	NaN	3.555301e-02	1
274	MRGPRF	MAS-related GPR, member F	1044	77	0	0	3	0	0	0	3	3	3	5.779398e-03	1	5.950000e-01	3.556327e-02	1
275	ZZZ3	zinc finger, ZZ-type containing 3	2756	54	0	0	3	0	0	0	3	3	3	1.690181e-02	1	2.590000e-01	3.556853e-02	1
276	MYO7A	myosin VIIA	6872	0	0	0	0	1	0	0	1	1	1	3.567274e-02	NaN	NaN	3.567274e-02	1
277	CUZD1	CUB and zona pellucida-like domains 1	1858	10	0	0	0	0	0	1	1	1	1	3.567405e-02	NaN	NaN	3.567405e-02	1
278	RIMS3	regulating synaptic membrane exocytosis 3	951	34	0	0	0	0	1	0	1	1	1	3.597072e-02	NaN	NaN	3.597072e-02	1
279	NLRP7	NLR family, pyrin domain containing 7	3154	20	0	0	3	0	0	0	3	3	3	2.743213e-02	1	1.360000e-01	3.603192e-02	1
280	EXOC4	exocyst complex component 4	3004	10	0	0	3	0	0	0	3	3	3	7.006075e-02	1	6.300000e-02	3.610705e-02	1
281	HSPA4L	heat shock 70kDa protein 4-like	2592	19	0	0	1	0	0	0	1	1	1	3.626497e-02	NaN	NaN	3.626497e-02	1
282	C20orf152	chromosome 20 open reading frame 152	1765	18	0	0	3	0	0	0	3	3	3	5.973674e-03	1	7.300000e-01	3.656123e-02	1
283	SAMD12	sterile alpha motif domain containing 12	645	88	0	0	1	1	0	0	2	2	2	6.051326e-03	1	6.300000e-01	3.695834e-02	1
284	SLC6A4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4	1941	15	0	0	0	0	1	0	1	1	1	3.696645e-02	NaN	NaN	3.696645e-02	1
285	C2orf66	chromosome 2 open reading frame 66	362	41	0	0	1	0	0	0	1	1	1	3.717596e-02	NaN	NaN	3.717596e-02	1
286	ZNF81	zinc finger protein 81	1998	7	0	0	1	0	0	0	1	1	1	3.726677e-02	NaN	NaN	3.726677e-02	1
287	ELOVL6	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	814	127	0	0	0	1	0	0	1	1	1	3.733486e-02	NaN	NaN	3.733486e-02	1
288	IKZF5	IKAROS family zinc finger 5 (Pegasus)	1274	83	0	0	1	0	0	1	2	2	2	6.147930e-03	1	7.510000e-01	3.745098e-02	1
289	KIAA1383	KIAA1383	3146	14	0	0	4	0	0	0	4	4	4	2.667123e-02	1	1.570000e-01	3.778904e-02	1
290	TRIM10	tripartite motif-containing 10	1800	10	0	0	2	0	0	0	2	2	2	3.120429e-02	1	1.930000e-01	3.839798e-02	1
291	TCEAL3	transcription elongation factor A (SII)-like 3	607	98	0	0	2	0	0	0	2	2	2	6.348494e-03	1	6.890000e-01	3.846894e-02	1
292	COQ3	coenzyme Q3 homolog, methyltransferase (S. cerevisiae)	1137	17	0	0	1	0	0	0	1	1	1	3.851541e-02	NaN	NaN	3.851541e-02	1
293	AMAC1	acyl-malonyl condensing enzyme 1	1019	53	0	0	2	0	0	0	2	2	2	6.411893e-03	1	9.540000e-01	3.878939e-02	1
294	TRIM25	tripartite motif-containing 25	1927	13	0	0	2	0	0	0	2	2	2	7.823012e-02	1	8.200000e-02	3.880443e-02	1
295	MXRA7	matrix-remodelling associated 7	684	16	0	0	0	0	1	0	1	1	1	3.895969e-02	NaN	NaN	3.895969e-02	1
296	VAX2	ventral anterior homeobox 2	883	60	0	0	2	1	0	0	3	3	3	6.463537e-03	1	9.630000e-01	3.904997e-02	1
297	TACC1	transforming, acidic coiled-coil containing protein 1	2466	29	0	0	2	0	0	2	4	3	4	9.083165e-03	1	5.420000e-01	3.911428e-02	1
298	DPP9	dipeptidyl-peptidase 9	2759	15	1	0	2	2	0	0	4	4	4	6.530660e-03	1	9.990000e-01	3.938802e-02	1
299	C4orf29	chromosome 4 open reading frame 29	1289	31	0	0	0	0	0	2	2	1	2	3.986971e-02	NaN	NaN	3.986971e-02	1
300	PLEK	pleckstrin	1086	27	0	0	0	0	0	1	1	1	1	4.001447e-02	NaN	NaN	4.001447e-02	1
301	PPP1R13B	protein phosphatase 1, regulatory (inhibitor) subunit 13B	3337	2	0	0	0	1	0	0	1	1	1	4.026410e-02	NaN	NaN	4.026410e-02	1
302	SNRK	SNF related kinase	2314	5	0	0	3	0	0	0	3	2	2	2.486592e-01	2.700000e-02	5.140000e-01	4.030690e-02	1
303	PECI	peroxisomal D3,D2-enoyl-CoA isomerase	1356	39	0	0	0	1	0	0	1	1	1	4.054512e-02	NaN	NaN	4.054512e-02	1
304	FHDC1	FH2 domain containing 1	3474	0	0	0	0	1	0	0	1	1	1	4.084646e-02	NaN	NaN	4.084646e-02	1
305	IFFO1	intermediate filament family orphan 1	2192	10	0	0	0	0	1	0	1	1	1	4.130280e-02	NaN	NaN	4.130280e-02	1
306	TACR2	tachykinin receptor 2	1213	87	0	0	2	0	0	0	2	2	2	2.698988e-02	1	4.600000e-02	4.168517e-02	1
307	CASP5	caspase 5, apoptosis-related cysteine peptidase	1382	9	0	0	0	0	0	1	1	1	1	4.181111e-02	NaN	NaN	4.181111e-02	1
308	NDUFA6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa	475	16	0	0	1	0	0	0	1	1	1	4.191904e-02	NaN	NaN	4.191904e-02	1
309	ARFGAP2	ADP-ribosylation factor GTPase activating protein 2	2224	10	0	0	0	0	0	1	1	1	1	4.205247e-02	NaN	NaN	4.205247e-02	1
310	KATNA1	katanin p60 (ATPase-containing) subunit A 1	1514	11	0	0	2	0	0	0	2	2	2	7.071965e-03	1	1.420000e-01	4.208963e-02	1
311	CEACAM19	carcinoembryonic antigen-related cell adhesion molecule 19	931	32	0	0	1	0	0	0	1	1	1	4.245245e-02	NaN	NaN	4.245245e-02	1
312	PLTP	phospholipid transfer protein	1542	13	0	0	0	1	0	0	1	1	1	4.260777e-02	NaN	NaN	4.260777e-02	1
313	KCNH7	potassium voltage-gated channel, subfamily H (eag-related), member 7	3717	16	0	0	0	1	1	0	2	2	2	7.218222e-03	1	8.730000e-01	4.281234e-02	1
314	BAG2	BCL2-associated athanogene 2	644	237	0	0	0	1	0	0	1	1	1	4.287417e-02	NaN	NaN	4.287417e-02	1
315	ALDH1L2	aldehyde dehydrogenase 1 family, member L2	2860	264	0	1	4	0	0	0	4	4	4	7.232311e-03	1	9.080000e-01	4.288180e-02	1
316	CDKL4	cyclin-dependent kinase-like 4	977	7	0	0	0	0	1	0	1	1	1	4.291083e-02	NaN	NaN	4.291083e-02	1
317	PRUNE2	prune homolog 2 (Drosophila)	9339	11	0	2	4	1	0	0	5	5	5	4.098587e-01	1	1.130000e-02	4.299113e-02	1
318	KRT16	keratin 16 (focal non-epidermolytic palmoplantar keratoderma)	1450	67	0	0	0	1	0	0	1	1	1	4.306550e-02	NaN	NaN	4.306550e-02	1
319	NFRKB	nuclear factor related to kappaB binding protein	4071	24	0	1	1	1	0	0	2	2	2	3.617002e-02	1	1.370000e-01	4.306833e-02	1
320	GJC1	gap junction protein, gamma 1, 45kDa	1195	37	0	0	2	0	0	0	2	2	2	7.296919e-03	1	7.930000e-01	4.319997e-02	1
321	CCDC155	coiled-coil domain containing 155	1765	20	0	0	0	0	1	0	1	1	1	4.343384e-02	NaN	NaN	4.343384e-02	1
322	TEX14	testis expressed 14	4876	5	0	0	1	0	1	0	2	2	2	4.353744e-02	NaN	NaN	4.353744e-02	1
323	BAT2L1		6812	26	0	0	2	1	0	0	3	2	3	7.371153e-03	1	7.610000e-01	4.356485e-02	1
324	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	2817	5	0	0	0	0	0	1	1	1	1	4.358748e-02	NaN	NaN	4.358748e-02	1
325	NEURL4	neuralized homolog 4 (Drosophila)	4803	33	0	1	0	1	0	0	1	1	1	4.397954e-02	NaN	NaN	4.397954e-02	1
326	KRTAP10-3	keratin associated protein 10-3	670	69	0	0	1	0	0	0	1	1	1	4.409775e-02	NaN	NaN	4.409775e-02	1
327	RPS29	ribosomal protein S29	227	73	0	0	1	0	0	0	1	1	1	4.417545e-02	NaN	NaN	4.417545e-02	1
328	ADAM33	ADAM metallopeptidase domain 33	2528	0	0	0	0	0	0	1	1	1	1	4.468984e-02	NaN	NaN	4.468984e-02	1
329	CCND1	cyclin D1	904	8	0	0	0	1	0	0	1	1	1	4.477940e-02	NaN	NaN	4.477940e-02	1
330	RRS1	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)	1100	14	0	0	1	0	0	0	1	1	1	4.485599e-02	NaN	NaN	4.485599e-02	1
331	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	3207	15	0	0	2	0	0	1	3	2	3	7.639344e-03	1	6.040000e-01	4.487690e-02	1
332	CASZ1	castor zinc finger 1	5354	5	0	0	1	0	0	2	3	3	3	7.639913e-03	1	8.720000e-01	4.487967e-02	1
333	TRIM9	tripartite motif-containing 9	2217	1	0	0	0	0	0	1	1	1	1	4.489672e-02	NaN	NaN	4.489672e-02	1
334	GM2A	GM2 ganglioside activator	745	32	0	0	1	0	0	0	1	1	1	4.490578e-02	NaN	NaN	4.490578e-02	1
335	OR1E1	olfactory receptor, family 1, subfamily E, member 1	945	10	0	0	1	0	0	0	1	1	1	4.518558e-02	NaN	NaN	4.518558e-02	1
336	ZNF207	zinc finger protein 207	1531	19	0	0	0	0	0	1	1	1	1	4.520402e-02	NaN	NaN	4.520402e-02	1
337	LIPI	lipase, member I	1484	30	0	0	2	1	0	0	3	3	3	3.715926e-02	1	2.050000e-01	4.531401e-02	1
338	FOXRED2	FAD-dependent oxidoreductase domain containing 2	2086	39	0	0	1	0	0	0	1	1	1	4.548141e-02	NaN	NaN	4.548141e-02	1
339	GPX6	glutathione peroxidase 6 (olfactory)	684	44	0	0	1	0	0	0	1	1	1	4.554460e-02	NaN	NaN	4.554460e-02	1
340	TFR2	transferrin receptor 2	2478	11	0	0	2	1	0	0	3	3	3	7.926826e-03	1	9.940000e-01	4.627287e-02	1
341	PRMT1	protein arginine methyltransferase 1	1158	55	0	0	2	0	0	0	2	2	2	2.718443e-02	1	1.990000e-01	4.632621e-02	1
342	GPR87	G protein-coupled receptor 87	1087	8	0	0	1	0	0	0	1	1	1	4.662284e-02	NaN	NaN	4.662284e-02	1
343	C2orf88	chromosome 2 open reading frame 88	289	29	0	0	1	0	0	0	1	1	1	4.663343e-02	NaN	NaN	4.663343e-02	1
344	KCNS2	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2	1438	7	0	0	1	1	0	0	2	2	2	8.058058e-03	1	9.620000e-01	4.690662e-02	1
345	PMVK	phosphomevalonate kinase	595	24	0	0	0	1	0	0	1	1	1	4.695618e-02	NaN	NaN	4.695618e-02	1
346	NEUROG2	neurogenin 2	822	13	0	0	1	0	0	0	1	1	1	4.707564e-02	NaN	NaN	4.707564e-02	1
347	CCDC89	coiled-coil domain containing 89	1126	17	0	0	0	0	0	1	1	1	1	4.766656e-02	NaN	NaN	4.766656e-02	1
348	RSPO3	R-spondin 3 homolog (Xenopus laevis)	835	160	0	0	3	0	0	0	3	2	3	5.932878e-02	1	5.300000e-02	4.781389e-02	1
349	OR10AD1	olfactory receptor, family 10, subfamily AD, member 1	954	100	0	0	0	0	0	1	1	1	1	4.782052e-02	NaN	NaN	4.782052e-02	1
350	FETUB	fetuin B	1175	41	0	0	3	0	0	0	3	3	3	8.253004e-03	1	9.690000e-01	4.784413e-02	1
351	NUP160	nucleoporin 160kDa	4453	0	0	0	0	2	0	0	2	2	2	8.266559e-03	1	3.710000e-01	4.790915e-02	1
352	KLF14	Kruppel-like factor 14	974	51	0	0	2	0	0	0	2	2	2	8.278288e-03	1	5.650000e-01	4.796539e-02	1
353	BLZF1	basic leucine zipper nuclear factor 1 (JEM-1)	1398	25	0	0	1	0	0	0	1	1	1	4.797117e-02	NaN	NaN	4.797117e-02	1
354	C12orf60	chromosome 12 open reading frame 60	1530	26	0	0	1	0	0	0	1	1	1	4.814766e-02	NaN	NaN	4.814766e-02	1
355	LCE5A	late cornified envelope 5A	361	10	0	0	0	1	0	0	1	1	1	4.815469e-02	NaN	NaN	4.815469e-02	1
356	ARHGEF15	Rho guanine nucleotide exchange factor (GEF) 15	2586	1	0	0	0	1	0	0	1	1	1	4.822020e-02	NaN	NaN	4.822020e-02	1
357	JUN	jun oncogene	996	26	0	0	0	1	0	0	1	1	1	4.822935e-02	NaN	NaN	4.822935e-02	1
358	CLEC2D	C-type lectin domain family 2, member D	680	81	0	0	0	1	0	0	1	1	1	4.827232e-02	NaN	NaN	4.827232e-02	1
359	METTL2A	methyltransferase like 2A	1171	29	0	0	0	1	0	0	1	1	1	4.829179e-02	NaN	NaN	4.829179e-02	1
360	ITPR3	inositol 1,4,5-triphosphate receptor, type 3	8244	6	0	0	2	0	0	1	3	3	3	3.026149e-02	1	2.240000e-01	4.831927e-02	1
361	CES3	carboxylesterase 3 (brain)	1766	40	0	0	0	1	0	0	1	1	1	4.843304e-02	NaN	NaN	4.843304e-02	1
362	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	2409	9	0	0	0	0	0	1	1	1	1	4.847497e-02	NaN	NaN	4.847497e-02	1
363	OOEP	oocyte expressed protein homolog (dog)	458	32	0	0	0	0	0	1	1	1	1	4.883291e-02	NaN	NaN	4.883291e-02	1
364	KIAA0240	KIAA0240	3284	12	0	0	0	1	0	0	1	1	1	4.906991e-02	NaN	NaN	4.906991e-02	1
365	CEACAM4	carcinoembryonic antigen-related cell adhesion molecule 4	759	8	0	0	1	0	0	0	1	1	1	4.944553e-02	NaN	NaN	4.944553e-02	1
366	KLK5	kallikrein-related peptidase 5	906	23	0	1	0	1	0	0	1	1	1	4.946659e-02	NaN	NaN	4.946659e-02	1
367	CACNB4	calcium channel, voltage-dependent, beta 4 subunit	1677	14	0	0	0	1	0	0	1	1	1	4.947723e-02	NaN	NaN	4.947723e-02	1
